texte,text_norm,sentiment_pred,score_sentiment,incident,categorie_principale,categorie_secondaire,theme,score_categorie,methode_categorie,contradiction
ios web neg photo collision ans jeune conducteur moyenne auvergne rhône alpes app très mécontent,ios web neg photo collision ans jeune conducteur moyenne auvergne rhône alpes app très mécontent,Négatif,1.0,True,Inconnu,,Inconnu,0.21327979862689972,low_confidence,False
android web neg complexité vol ans jeune conducteur faible paca app franchement,android web neg complexité vol ans jeune conducteur faible paca app franchement,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neg parcours vol ans pro faible île de france téléphone je suis déçu on tourne en rond dans les écrans entre les onglets et je perds tout bref je perds un temps fou je vais,android app neg parcours vol ans pro faible île de france téléphone je suis déçu on tourne en rond dans les écrans entre les onglets et je perds tout bref je perds un temps fou je vais,Négatif,1.0,True,Inconnu,,Inconnu,0.3277829587459564,low_confidence,False
android app pos parcours catastrophe naturelle ans tiers faible auvergne rhône alpes téléphone nickel je n'arrive pas à trouver où suivre mon sinistre sur le récapitulatif mais la résolution a été rapide bref j'ai eu une réponse rapide,android app pos parcours catastrophe naturelle ans tiers faible auvergne rhône alpes téléphone nickel je n'arrive pas à trouver où suivre mon sinistre sur le récapitulatif mais la résolution a été rapide bref j'ai eu une réponse rapide,Positif,1.0,False,Autre,,Autre,0.0,non_incident,False
android app neu photo vol ans tous risques faible auvergne rhône alpes app ça pourrait être mieux,android app neu photo vol ans tous risques faible auvergne rhône alpes app ça pourrait être mieux,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android web neg bug vol an tous risques moyenne paca web ras le bol,android web neg bug vol an tous risques moyenne paca web ras le bol,Négatif,1.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.4518236517906189,embeddings,False
android téléphone neg photo incendie ans tous risques moyenne hauts de france web c'est inadmissible,android téléphone neg photo incendie ans tous risques moyenne hauts de france web c'est inadmissible,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neg lenteur collision ans tiers faible pays de la loire email ras le bol,android app neg lenteur collision ans tiers faible pays de la loire email ras le bol,Négatif,1.0,True,Performance / Lenteur,,Performance / Lenteur,2.0,keywords_fallback,False
ios web neu authentification collision ans tous risques faible grand est téléphone globalement ça va,ios web neu authentification collision ans tous risques faible grand est téléphone globalement ça va,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios téléphone neg photo collision an tous risques faible auvergne rhône alpes app franchement,ios téléphone neg photo collision an tous risques faible auvergne rhône alpes app franchement,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android web neg parcours bris de glace an tous risques moyenne hauts de france app je suis déçu je n'arrive pas à trouver où suivre mon sinistre quand il faut choisir le garage et je perds tout bref ça bloque,android web neg parcours bris de glace an tous risques moyenne hauts de france app je suis déçu je n'arrive pas à trouver où suivre mon sinistre quand il faut choisir le garage et je perds tout bref ça bloque,Négatif,2.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.3836107850074768,embeddings,False
web web neu parcours collision ans pro faible pays de la loire web pas terrible mais bon les infos demandées se répètent quand il faut choisir le garage franchement ça passe mais c'est limite le support via web,web web neu parcours collision ans pro faible pays de la loire web pas terrible mais bon les infos demandées se répètent quand il faut choisir le garage franchement ça passe mais c'est limite le support via web,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios web neu photo collision ans tous risques faible auvergne rhône alpes app c'est mitigé,ios web neu photo collision ans tous risques faible auvergne rhône alpes app c'est mitigé,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios web neg bug collision ans tous risques moyenne nouvelle aquitaine web c'est inadmissible ça me déconnecte tout seul après la mise à jour et je perds tout bref je perds un temps fou je vais réessayer,ios web neg bug collision ans tous risques moyenne nouvelle aquitaine web c'est inadmissible ça me déconnecte tout seul après la mise à jour et je perds tout bref je perds un temps fou je vais réessayer,Négatif,1.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.47342073917388916,embeddings,False
android app neu photo collision ans tous risques forte hauts de france app globalement ça va,android app neu photo collision ans tous risques forte hauts de france app globalement ça va,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
web web neu photo incendie ans jeune conducteur moyenne occitanie web ça pourrait être mieux,web web neu photo incendie ans jeune conducteur moyenne occitanie web ça pourrait être mieux,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android web pos photo collision ans tous risques moyenne nouvelle aquitaine email bonne expérience,android web pos photo collision ans tous risques moyenne nouvelle aquitaine email bonne expérience,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neg parcours collision ans tous risques faible auvergne rhône alpes téléphone franchement,android app neg parcours collision ans tous risques faible auvergne rhône alpes téléphone franchement,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
web app neg photo vol ans tiers faible auvergne rhône alpes web ras le bol,web app neg photo vol ans tiers faible auvergne rhône alpes web ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android email neu parcours catastrophe naturelle ans tous risques faible île de france téléphone pas terrible mais bon,android email neu parcours catastrophe naturelle ans tous risques faible île de france téléphone pas terrible mais bon,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neu authentification collision ans tiers forte pays de la loire web pas terrible mais bon le mot de passe est refusé alors que mes identifiants sont bons bref ça passe mais c'est limite le support via,android app neu authentification collision ans tiers forte pays de la loire web pas terrible mais bon le mot de passe est refusé alors que mes identifiants sont bons bref ça passe mais c'est limite le support via,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neg photo collision ans tous risques faible hauts de france email je suis déçu,ios app neg photo collision ans tous risques faible hauts de france email je suis déçu,Négatif,1.0,True,Inconnu,,Inconnu,0.2734246253967285,low_confidence,False
android agence pos lenteur collision ans tous risques faible auvergne rhône alpes téléphone très satisfait,android agence pos lenteur collision ans tous risques faible auvergne rhône alpes téléphone très satisfait,Négatif,1.0,True,Performance / Lenteur,,Performance / Lenteur,0.38928288221359253,embeddings,False
android web neg photo bris de glace ans tous risques moyenne occitanie web ras le bol,android web neg photo bris de glace ans tous risques moyenne occitanie web ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app pos lenteur catastrophe naturelle ans tous risques faible île de france web nickel le dossier met trop longtemps à s'afficher au moment d'envoyer au début puis tout s'est débloqué rapidement mais tout est bien expliqué continuez comme,android app pos lenteur catastrophe naturelle ans tous risques faible île de france web nickel le dossier met trop longtemps à s'afficher au moment d'envoyer au début puis tout s'est débloqué rapidement mais tout est bien expliqué continuez comme,Négatif,1.0,True,Technique / Bug / Fonctionnalité,Performance / Lenteur,Technique / Bug / Fonctionnalité,0.40906786918640137,embeddings,False
ios app neu lenteur collision ans tous risques faible bourgogne franche comté web c'est mitigé,ios app neu lenteur collision ans tous risques faible bourgogne franche comté web c'est mitigé,Négatif,1.0,True,Performance / Lenteur,,Performance / Lenteur,0.4989631772041321,embeddings,False
android app neu authentification collision ans jeune conducteur faible pays de la loire app globalement ça va,android app neu authentification collision ans jeune conducteur faible pays de la loire app globalement ça va,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neu lenteur bris de glace ans tous risques faible grand est email c'est mitigé,ios app neu lenteur bris de glace ans tous risques faible grand est email c'est mitigé,Négatif,1.0,True,Performance / Lenteur,,Performance / Lenteur,0.3938148617744446,embeddings,False
android web neg lenteur collision ans tous risques forte auvergne rhône alpes agence je suis déçu,android web neg lenteur collision ans tous risques forte auvergne rhône alpes agence je suis déçu,Négatif,2.0,True,Performance / Lenteur,,Performance / Lenteur,2.0,keywords_fallback,False
ios app neu photo collision ans tous risques moyenne paca app pas terrible mais bon,ios app neu photo collision ans tous risques moyenne paca app pas terrible mais bon,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neg bug incendie ans tous risques moyenne auvergne rhône alpes téléphone je suis déçu,android app neg bug incendie ans tous risques moyenne auvergne rhône alpes téléphone je suis déçu,Négatif,2.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.3513832986354828,embeddings,False
web email neu lenteur vol an tous risques faible paca téléphone c'est mitigé,web email neu lenteur vol an tous risques faible paca téléphone c'est mitigé,Négatif,1.0,True,Performance / Lenteur,Compte / Connexion / Authentification,Performance / Lenteur,0.36894524097442627,embeddings,False
web app neg bug catastrophe naturelle ans tous risques faible île de france agence très mécontent,web app neg bug catastrophe naturelle ans tous risques faible île de france agence très mécontent,Négatif,2.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.4114595055580139,embeddings,False
android web neg lenteur collision ans tous risques faible nouvelle aquitaine web c'est inadmissible,android web neg lenteur collision ans tous risques faible nouvelle aquitaine web c'est inadmissible,Négatif,1.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.3629262149333954,embeddings,False
android app neu complexité collision ans pro moyenne auvergne rhône alpes téléphone globalement ça va,android app neu complexité collision ans pro moyenne auvergne rhône alpes téléphone globalement ça va,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
web app neu photo incendie an tous risques moyenne hauts de france app ça pourrait être mieux,web app neu photo incendie an tous risques moyenne hauts de france app ça pourrait être mieux,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neg parcours bris de glace ans tous risques faible bourgogne franche comté app je suis déçu,ios app neg parcours bris de glace ans tous risques faible bourgogne franche comté app je suis déçu,Négatif,1.0,True,Inconnu,,Inconnu,0.28696247935295105,low_confidence,False
android web neg parcours collision ans tiers faible paca email ras le bol,android web neg parcours collision ans tiers faible paca email ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neg complexité bris de glace ans tiers faible île de france téléphone très mécontent,android app neg complexité bris de glace ans tiers faible île de france téléphone très mécontent,Négatif,1.0,True,Inconnu,,Inconnu,0.24525684118270874,low_confidence,False
web web pos parcours collision ans tiers faible île de france téléphone très satisfait,web web pos parcours collision ans tiers faible île de france téléphone très satisfait,Positif,1.0,False,Autre,,Autre,0.0,non_incident,False
android app neu photo collision an jeune conducteur moyenne nouvelle aquitaine app globalement ça va,android app neu photo collision an jeune conducteur moyenne nouvelle aquitaine app globalement ça va,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios web neg photo collision ans tous risques faible occitanie web très mécontent,ios web neg photo collision ans tous risques faible occitanie web très mécontent,Négatif,1.0,True,Inconnu,,Inconnu,0.28480231761932373,low_confidence,False
ios app neg parcours collision ans tiers moyenne auvergne rhône alpes app franchement,ios app neg parcours collision ans tiers moyenne auvergne rhône alpes app franchement,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android web neg lenteur collision ans tous risques moyenne occitanie app très mécontent,android web neg lenteur collision ans tous risques moyenne occitanie app très mécontent,Négatif,2.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.3595242202281952,embeddings,False
android app pos bug collision ans tiers faible auvergne rhône alpes téléphone très satisfait ça me déconnecte tout seul sur la dernière étape au début puis tout s'est débloqué rapidement donc le suivi était clair continuez comme,android app pos bug collision ans tiers faible auvergne rhône alpes téléphone très satisfait ça me déconnecte tout seul sur la dernière étape au début puis tout s'est débloqué rapidement donc le suivi était clair continuez comme,Négatif,1.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.4786837697029114,embeddings,False
ios web neu lenteur catastrophe naturelle ans tous risques moyenne bretagne web ça pourrait être mieux,ios web neu lenteur catastrophe naturelle ans tous risques moyenne bretagne web ça pourrait être mieux,Négatif,1.0,True,Performance / Lenteur,,Performance / Lenteur,2.0,keywords_fallback,False
android app neg lenteur collision ans pro moyenne occitanie web ras le bol,android app neg lenteur collision ans pro moyenne occitanie web ras le bol,Négatif,1.0,True,Performance / Lenteur,,Performance / Lenteur,2.0,keywords_fallback,False
android web neu complexité collision ans tiers moyenne centre val de loire web pas terrible mais bon,android web neu complexité collision ans tiers moyenne centre val de loire web pas terrible mais bon,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neg parcours collision ans tous risques faible hauts de france app franchement,ios app neg parcours collision ans tous risques faible hauts de france app franchement,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios web neu parcours bris de glace ans tous risques faible nouvelle aquitaine app globalement ça va,ios web neu parcours bris de glace ans tous risques faible nouvelle aquitaine app globalement ça va,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios web pos photo collision ans tiers faible auvergne rhône alpes téléphone merci,ios web pos photo collision ans tiers faible auvergne rhône alpes téléphone merci,Positif,1.0,False,Autre,,Autre,0.0,non_incident,False
android app pos bug catastrophe naturelle ans tous risques faible auvergne rhône alpes app très satisfait le bouton valider ne fait rien après la mise à jour et j'ai pu finaliser sans stress donc le suivi était clair continuez,android app pos bug catastrophe naturelle ans tous risques faible auvergne rhône alpes app très satisfait le bouton valider ne fait rien après la mise à jour et j'ai pu finaliser sans stress donc le suivi était clair continuez,Négatif,1.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.4941670298576355,embeddings,False
web app neu photo catastrophe naturelle an tous risques forte auvergne rhône alpes web c'est mitigé,web app neu photo catastrophe naturelle an tous risques forte auvergne rhône alpes web c'est mitigé,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android téléphone neu parcours vol an tiers moyenne paca app c'est mitigé,android téléphone neu parcours vol an tiers moyenne paca app c'est mitigé,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neg photo collision ans tous risques faible bretagne web franchement,ios app neg photo collision ans tous risques faible bretagne web franchement,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neg complexité bris de glace ans tous risques faible occitanie web c'est inadmissible,ios app neg complexité bris de glace ans tous risques faible occitanie web c'est inadmissible,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neg parcours vol ans pro moyenne pays de la loire app franchement,android app neg parcours vol ans pro moyenne pays de la loire app franchement,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neu photo incendie an tous risques faible pays de la loire web ça pourrait être mieux je ne peux pas joindre les images même en g honnêtement ça passe mais c'est limite le support via web a,android app neu photo incendie an tous risques faible pays de la loire web ça pourrait être mieux je ne peux pas joindre les images même en g honnêtement ça passe mais c'est limite le support via web a,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neg lenteur catastrophe naturelle ans tiers faible grand est app franchement le dossier met trop longtemps à s'afficher quand je joins une pièce et je perds tout franchement je perds un temps fou c'est pas,android app neg lenteur catastrophe naturelle ans tiers faible grand est app franchement le dossier met trop longtemps à s'afficher quand je joins une pièce et je perds tout franchement je perds un temps fou c'est pas,Négatif,1.0,True,Technique / Bug / Fonctionnalité,Performance / Lenteur,Technique / Bug / Fonctionnalité,0.38380876183509827,embeddings,False
web app pos complexité collision ans tous risques forte île de france web merci,web app pos complexité collision ans tous risques forte île de france web merci,Positif,1.0,False,Autre,,Autre,0.0,non_incident,False
web app neu parcours bris de glace ans tous risques faible île de france téléphone c'est mitigé,web app neu parcours bris de glace ans tous risques faible île de france téléphone c'est mitigé,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
web app neg authentification collision ans tous risques moyenne bourgogne franche comté agence très mécontent,web app neg authentification collision ans tous risques moyenne bourgogne franche comté agence très mécontent,Négatif,1.0,True,Compte / Connexion / Authentification,,Compte / Connexion / Authentification,0.3507307171821594,embeddings,False
android app neg complexité vol ans tous risques moyenne nouvelle aquitaine téléphone je suis déçu,android app neg complexité vol ans tous risques moyenne nouvelle aquitaine téléphone je suis déçu,Négatif,1.0,True,Inconnu,,Inconnu,0.281803697347641,low_confidence,False
android app neg lenteur collision an jeune conducteur moyenne île de france web c'est inadmissible,android app neg lenteur collision an jeune conducteur moyenne île de france web c'est inadmissible,Négatif,1.0,True,Performance / Lenteur,,Performance / Lenteur,2.0,keywords_fallback,False
web web neg parcours bris de glace an tiers faible île de france email très mécontent,web web neg parcours bris de glace an tiers faible île de france email très mécontent,Négatif,1.0,True,Inconnu,,Inconnu,0.29548799991607666,low_confidence,False
android web neu photo incendie ans tous risques faible auvergne rhône alpes téléphone c'est mitigé,android web neu photo incendie ans tous risques faible auvergne rhône alpes téléphone c'est mitigé,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neu bug incendie ans tiers faible hauts de france app ça pourrait être mieux un message d'erreur apparaît dès que je passe à l'étape suivante alors j'ai réussi au final le support via app a,ios app neu bug incendie ans tiers faible hauts de france app ça pourrait être mieux un message d'erreur apparaît dès que je passe à l'étape suivante alors j'ai réussi au final le support via app a,Négatif,2.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.5471910238265991,embeddings,False
android email pos bug catastrophe naturelle ans tiers faible hauts de france web merci,android email pos bug catastrophe naturelle ans tiers faible hauts de france web merci,Négatif,1.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.42595162987709045,embeddings,False
ios web neu photo collision an tiers faible nouvelle aquitaine web globalement ça va,ios web neu photo collision an tiers faible nouvelle aquitaine web globalement ça va,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android email neu photo catastrophe naturelle ans tous risques faible bourgogne franche comté téléphone c'est mitigé,android email neu photo catastrophe naturelle ans tous risques faible bourgogne franche comté téléphone c'est mitigé,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android téléphone neg complexité collision ans tous risques moyenne occitanie web ras le bol,android téléphone neg complexité collision ans tous risques moyenne occitanie web ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios web neg parcours catastrophe naturelle ans tiers moyenne île de france web franchement,ios web neg parcours catastrophe naturelle ans tiers moyenne île de france web franchement,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neu complexité incendie ans tiers faible auvergne rhône alpes app pas terrible mais bon,ios app neu complexité incendie ans tiers faible auvergne rhône alpes app pas terrible mais bon,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios web neu photo collision ans tiers forte auvergne rhône alpes app pas terrible mais bon,ios web neu photo collision ans tiers forte auvergne rhône alpes app pas terrible mais bon,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android web neg complexité vol ans jeune conducteur faible bourgogne franche comté app ras le bol,android web neg complexité vol ans jeune conducteur faible bourgogne franche comté app ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neg authentification collision ans tiers moyenne île de france téléphone ras le bol,ios app neg authentification collision ans tiers moyenne île de france téléphone ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios téléphone neg parcours bris de glace ans pro faible bretagne email franchement je ne comprends pas les étapes quand il faut choisir le garage et je perds tout honnêtement je perds un temps fou merci de,ios téléphone neg parcours bris de glace ans pro faible bretagne email franchement je ne comprends pas les étapes quand il faut choisir le garage et je perds tout honnêtement je perds un temps fou merci de,Positif,1.0,False,Autre,,Autre,0.0,non_incident,False
android email neg lenteur catastrophe naturelle ans tous risques moyenne nouvelle aquitaine téléphone je suis déçu,android email neg lenteur catastrophe naturelle ans tous risques moyenne nouvelle aquitaine téléphone je suis déçu,Négatif,2.0,True,Performance / Lenteur,,Performance / Lenteur,2.0,keywords_fallback,False
web web neg photo bris de glace ans tiers forte île de france app c'est inadmissible,web web neg photo bris de glace ans tiers forte île de france app c'est inadmissible,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neg parcours incendie ans tiers moyenne bourgogne franche comté app ras le bol,android app neg parcours incendie ans tiers moyenne bourgogne franche comté app ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
web web neu parcours bris de glace ans tous risques faible nouvelle aquitaine email globalement ça va,web web neu parcours bris de glace ans tous risques faible nouvelle aquitaine email globalement ça va,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios téléphone neg photo collision ans tous risques moyenne auvergne rhône alpes app très mécontent,ios téléphone neg photo collision ans tous risques moyenne auvergne rhône alpes app très mécontent,Négatif,1.0,True,Inconnu,,Inconnu,0.2179574966430664,low_confidence,False
web app neg photo collision ans tous risques faible normandie web très mécontent,web app neg photo collision ans tous risques faible normandie web très mécontent,Négatif,1.0,True,Inconnu,,Inconnu,0.2457660436630249,low_confidence,False
ios app neg photo collision ans tous risques moyenne auvergne rhône alpes app je suis déçu,ios app neg photo collision ans tous risques moyenne auvergne rhône alpes app je suis déçu,Négatif,1.0,True,Inconnu,,Inconnu,0.2830743193626404,low_confidence,False
ios web neg bug collision ans tiers faible centre val de loire app très mécontent,ios web neg bug collision ans tiers faible centre val de loire app très mécontent,Négatif,2.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.5807211399078369,embeddings,False
android app neg complexité incendie ans tous risques moyenne île de france app très mécontent,android app neg complexité incendie ans tous risques moyenne île de france app très mécontent,Négatif,1.0,True,Inconnu,,Inconnu,0.2630350887775421,low_confidence,False
android web neg parcours vol ans tous risques moyenne île de france app ras le bol,android web neg parcours vol ans tous risques moyenne île de france app ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
web app neu parcours bris de glace ans jeune conducteur faible bourgogne franche comté app ça pourrait être mieux,web app neu parcours bris de glace ans jeune conducteur faible bourgogne franche comté app ça pourrait être mieux,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android app neg parcours collision ans jeune conducteur faible centre val de loire web c'est inadmissible,android app neg parcours collision ans jeune conducteur faible centre val de loire web c'est inadmissible,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neg photo collision ans tous risques faible bretagne agence ras le bol,ios app neg photo collision ans tous risques faible bretagne agence ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
web email neg authentification collision ans tiers faible bretagne app franchement,web email neg authentification collision ans tiers faible bretagne app franchement,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app neg lenteur collision ans tous risques faible pays de la loire téléphone très mécontent,ios app neg lenteur collision ans tous risques faible pays de la loire téléphone très mécontent,Négatif,2.0,True,Performance / Lenteur,,Performance / Lenteur,0.35310983657836914,embeddings,False
android email neg photo bris de glace ans jeune conducteur moyenne bretagne téléphone ras le bol,android email neg photo bris de glace ans jeune conducteur moyenne bretagne téléphone ras le bol,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios app pos complexité incendie ans tiers faible normandie téléphone très satisfait,ios app pos complexité incendie ans tiers faible normandie téléphone très satisfait,Positif,1.0,False,Autre,,Autre,0.0,non_incident,False
android web neg authentification bris de glace ans tous risques moyenne paca app je suis déçu,android web neg authentification bris de glace ans tous risques moyenne paca app je suis déçu,Négatif,1.0,True,Compte / Connexion / Authentification,,Compte / Connexion / Authentification,1.0,keywords_fallback,False
web app neu bug collision ans tous risques faible auvergne rhône alpes web globalement ça va,web app neu bug collision ans tous risques faible auvergne rhône alpes web globalement ça va,Négatif,1.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.4354994297027588,embeddings,False
android app neg photo catastrophe naturelle ans tous risques faible auvergne rhône alpes web je suis déçu,android app neg photo catastrophe naturelle ans tous risques faible auvergne rhône alpes web je suis déçu,Négatif,1.0,True,Inconnu,,Inconnu,0.34302783012390137,low_confidence,False
android app neu parcours bris de glace ans tiers faible paca app ça pourrait être mieux on tourne en rond dans les écrans sur la partie indemnisation alors j'ai réussi au final le support via app a,android app neu parcours bris de glace ans tiers faible paca app ça pourrait être mieux on tourne en rond dans les écrans sur la partie indemnisation alors j'ai réussi au final le support via app a,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
android téléphone neu lenteur bris de glace ans tiers faible nouvelle aquitaine téléphone pas terrible mais bon,android téléphone neu lenteur bris de glace ans tiers faible nouvelle aquitaine téléphone pas terrible mais bon,Négatif,1.0,True,Performance / Lenteur,,Performance / Lenteur,2.0,keywords_fallback,False
android app pos complexité collision ans tous risques faible auvergne rhône alpes téléphone très satisfait,android app pos complexité collision ans tous risques faible auvergne rhône alpes téléphone très satisfait,Positif,1.0,False,Autre,,Autre,0.0,non_incident,False
web app neu bug bris de glace an tiers faible île de france web ça pourrait être mieux,web app neu bug bris de glace an tiers faible île de france web ça pourrait être mieux,Négatif,1.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,1.0,keywords_fallback,False
ios web neg authentification bris de glace ans tiers moyenne nouvelle aquitaine web c'est inadmissible,ios web neg authentification bris de glace ans tiers moyenne nouvelle aquitaine web c'est inadmissible,Neutre,0.0,False,Autre,,Autre,0.0,non_incident,False
ios web neg lenteur vol ans tous risques forte occitanie app c'est inadmissible,ios web neg lenteur vol ans tous risques forte occitanie app c'est inadmissible,Négatif,1.0,True,Technique / Bug / Fonctionnalité,,Technique / Bug / Fonctionnalité,0.37501591444015503,embeddings,False
